Textid,ChnText,EngText,Chn_Sentiment,Eng_Sentiment
525,人群散开了，开始散得很慢很不情愿，但渐渐快了起来，一辆又一辆车开上了高速公路，向城市方向开去，还有许多人沿着公路步行，在夜色中像一长串发光的蚁群。,"The crowd began to disperse, slowly and unwillingly at first, but eventually the pace picked up and car after car headed off down the road in the direction of the city.",0,0
526,电磁炮发射的金属弹具有巨大的破坏力，由于其高速所带的巨大动能，每颗金属弹在击中目标时都相当于一颗重磅炸弹，在对行星的地面目标进行连发射击时，很快就能扫平一座山峰。,"The metal shells fired by the railgun possessed enormous destructive power, and the kinetic energy inherent in their high speed meant that every shell that struck the target hit with the force of a bomb.",0,0
527,她轻盈地飞去，小螺旋桨搅动着阳光，远远地飞过两棵巨树之间，变成了一只小小的蜻蜓，有一群群这样的蜻蜓在城市的巨树间飞翔，但最引人注目的还是飞行的车流，像海底植物间川流不息的鱼群。,"She flew gracefully, the small propellers churning the sunlight, until she turned into a tiny dragonfly between two giant trees in the distance.",0,0
528,他曾经看到过一组由欧洲摄影师拍摄的清朝末年的照片，最深的印象就是照片上的人呆滞的目光，在那些照片上，不论是官员还是百姓，眼睛中所透出的只有麻木和愚钝，看不到一点生气。,"He had once seen a set of photos taken by European photographers in the late Qing Dynasty, and his deepest impression had been of the dull expressions of the people in the photographs.",-1,-1
529,“这不邪门儿，”罗辑说，“人性的解放必然带来科学和技术的进步。”,“Emancipation of human nature inevitably brings with it scientific and technological progress.”,0,0
530,那我们还是魔鬼，否则怎么能无端地把别人想成魔鬼？,"Then we’re already devils, or how else could we think of them as devils unprovoked?",-1,-1
531,当时，三体危机刚刚出现，面对这个人类历史上史无前例的毁灭性危机，国际社会陷入了空前的恐惧和绝望中，面壁计划正是在这样的状态下诞生的，它不是理智的选择，而是绝望的挣扎。,"The Trisolar Crisis had just begun, and in the face of a devastating crisis unheard of in human history, the international community had descended to unprecedented levels of fear and despair.",-1,-1
532,军港此时正运行在木星的背阴面，在行星表面发出的磷光和上方木卫二发出的银白色月光中，这钢铁的群山静静沉睡着。,"The naval base had entered nightside orbit around Jupiter, and the steel mountain clusters slept silently under the surface phosphorescence and the silvery moonlight from Europa overhead.",0,0
533,希恩斯也正要起身离去，听到山杉惠子的话，他两腿一软，跌坐回椅子上。,"Hines, who was getting up to leave, felt his legs buckle at Yamasuki’s words, and he sat down in his chair again.",-1,-1
534,地面的环境很好，有大片的草地和真正的树林，空气清新，一眼望去像是美丽的郊野，行人们穿着闪亮的衣服，像发光的蚂蚁般穿行其间。,"The environment was wonderful: The wide swaths of grasses, forests of actual trees, and fresh air all made it look at first glance like beautiful countryside.",0,0
535,过去就像攥在手中的一把干沙，自以为攥得很紧，其实早就从指缝中流光了。,"The past was like a handful of sand you thought you were squeezing tightly, but which had already run out through the cracks between your fingers.",-1,-1
536,这种把现代的喧嚣和拥挤悬在高空，让地面回归自然的城市设计，让罗辑赞叹不已。,Luo Ji was impressed to no end by the urban design that elevated modern noise and crowdedness into the air and let the ground return to nature.,1,1
537,水滴追上并摧毁最后一艘战舰“方舟”号时，距云团已经相当远了，“方舟”号爆炸的火球在太空深处孤独地亮了几秒钟后就熄灭了，像一盏消失在旷野风中的孤灯。,"The final ship to be destroyed, Ark, had traveled a considerable distance from the cloud, so when the fireball of its explosion lit up space for a few seconds before going out, it was like a solitary lamp in the wind of the wilderness.",0,0
538,罗辑突然想起，两个世纪前，他开着那辆雅阁车，带着想象中的爱人，就是沿着这条路出游的，那时华北平原上覆盖着真的雪。,"It suddenly occurred to him that it was along this very stretch of road two centuries ago that he had driven in the Accord with his imaginary lover, when the northern China plain was covered with real snow.",0,0
539,罗辑的眼眶又湿润了，他再次有了那种来到天堂的感觉。,"Luo Ji’s eyes grew moist, and once again he had that feeling of arriving in heaven.",1,1
540,以后又接连召开了几届公民大会，星舰地球的人们沉浸于创造新世界的激情中。,"*

In future Citizens’ Assembly meetings, the people of Starship Earth immersed themselves in the passion of creating a new world.",1,1
541,孩子的父亲冷冷地说，母亲和孩子看他的眼光也如外面的秋雨般冰凉。,"“Get out,” the child’s father said coldly, as mother and child watched him with expressions as chilly as the autumn rain outside.",-1,-1
542,在长时间的沉默中，两粒火星都熄灭了，没有一丝风，黑暗在寂静中变得如沥青般黏稠，把夜空和沙漠糊成一体。,"There was no wind, and the dark silence turned thick as asphalt, connecting sky and desert into a murky whole.",-1,-1
543,一知道在哪儿，世界就变得像一张地图那么小了，不知道在哪儿，感觉世界才广阔呢。”,"Once we know where we are, then the world becomes as narrow as a map.",0,0
544,这里只是世界的一个小角落，狂欢的中心是在那些地下大城市中，在那里，人们都走出巨树，街道和广场上人山人海，每个人的衣服都调到了最大亮度，构成一片闪耀的光海；天穹上绽放着虚拟的焰火，有时一朵焰火能覆盖整个天空，即使与太阳为伴，仍然显得明亮而绚丽。,"This was just a small corner of the world, and the center of the activity was in the underground cities, where people left their trees and crowded into the streets and plazas, their clothing turned up to maximum brightness to form a glowing sea of light.",0,0
545,他们在走廊上前行了一段，然后穿过一个自动门，罗辑眼前一亮，看到面前有一条狭长的平台向前伸延，清新的空气迎面扑来，他意识到自己已经在外面了。,"Then, after they’d passed through an automatic door, Luo Ji’s eyes lit up as he saw a narrow platform extending into the distance and felt fresh air blowing toward him.",1,1
546,比他想象的还要快，伊甸园冰凉湿滑的毒蛇也爬进了他的意识，他找到了智慧果并吃下了它，心灵中的最后一缕阳光永远消失了，一切没入黑暗之中。,"He found the fruit of knowledge and ate it, and the last rays of sunshine in his soul disappeared forever as everything plunged into darkness.",-1,-1
